report_id,evidence,recommendation
de2015_sub,"Issue #2: Judicial finding of reasonable efforts to prevent removal
One ( 1) case was in error because foster care maintenance payments were claimed during the PUR
for the month prior to a judicial finding of reasonable efforts to prevent removal. The child was
removed from the home and placed in foster care on November 26, 2014; the judicial determination
that the agency made reasonable efforts to prevent removal was made in December 2014, the
following month. Title IV-E maintenance payments were incorrectly claimed, however, for the
month of November. In addition, one (1) non-error case was found to include an ineligible payment
because title IV-E maintenance payments were claimed outside of the PUR for the child's
placement during July 2014, a month before there was a judicial finding the agency made
reasonable efforts to prevent removal. Title IV-E Requirement: For a child who is judicially removed, a judicial determination that the
agency made reasonable efforts to prevent removal is required within 60 days of a child's
removal, beginning March 27, 2000 [§471(a)(15) of the Act and 45 CFR §1356.21(b)]. Title
IV-E maintenance payments may begin on the first day of the month in which all eligibility
requirements are met, including a finding of reasonable efforts by the agency. Title IV-E
maintenance payments are not permitted for a period prior to the month the eligibility
requirements are met. When a title IV-E maintenance payment is made for an ineligible period,
the associated ineligible payments are disallowed and the child's sample case is in error for the
ineligible periods in the PUR.","Recommended Corrective Action: State eligibility determination staff should consider reviewing
all cases determined eligible and take appropriate action to ensure that title IV-E maintenance
payments are not claimed prior to the first day of the month in which all eligibility requirements
are met. Particular attention should be directed toward cases in which the child was placed
during the last days of a month. The state should consider modifications to the management
information system to ensure that all eligibility criteria are met for the period that a title IV-E
payment is issued."
de2015_sub,"Issue #3: Ensuring information in automated systems accessed by eligibility staff is timely and
accurate. One (1) case was found to be an error due to title IV-E maintenance payments being
incorrectly claimed for a child who did not meet the AFDC eligibility requirements. The state
worksheets in the child's case file documented the eligibility workers had correctly determined
this case as ineligible based on household income that exceeded the state's AFDC standards.
However, FACTS, the Delaware statewide child welfare information system, subsequently
reclassified the child as eligible and IV-E payments were claimed. The state was not able to
explain the reason for the change in the coding of the child's eligibility status and attributed it to
a FACTS system error. Title IV-E Requirement: Title IV-E maintenance payments may only be claimed for a child that
meets all eligibility requirements at 45 CFR §1356.71 and §472 of the Act.","Recommended Corrective Action: The state should consider improvements to address the
systems issue which caused an ineligible case to be reclassified as eligible for a title IV-E
Delaware 2015 Title IV-E Foster Care Eligibility Review Page 6
payment. The design and monthly production of an automated report of any changes entered
into the automated case records of all foster children during the previous month could be
considered and the resulting reports reviewed by eligibility determination staff to ensure any
change in eligibility status is supported. The state should also consider additional training of
DFS staff on the prompt and accurate reporting of changes in placement, court actions and areas
which impact eligibility."
de20118_sub,"Issue #1: AFDC Eligibility During the onsite review cases were evaluated to determine compliance
with the requirements for the AFDC program as it was in effect on July 16, 1996. The review
identified one case that was found to be in error because requirements for AFDC were not met. The
child had not lived with the specified relative, from whom he was judicially removed, within six
months of removal and financial need was not based on that specified relative’s home. Title IV-E Requirement:
Sections 472(a)(1) and (3) of the Act and 45 CFR § 1356.21(l) require a child to have lived in the
home of a parent or other specified relative from whom there is a judicial removal or voluntary
placement and the child must have been living with that specified relative at sometime within six
months of the initiation of court proceedings leading to the judicial removal or of the voluntary
placement agreement. In a judicial removal, the AFDC eligibility is based on the home of the
specified relative who is the subject of the “contrary to welfare” judicial determination.","Recommended Corrective Action:
Delaware should review its eligibility manual to ensure that correct information from the state’s
AFDC State Plan and policy manual as in effect on July 16, 1996 is included. Delaware may need to
revise or amend its title IV-E eligibility policy and provide training to eligibility staff on how to
accurately determine the family assistance unit and calculate financial need.
Clarification regarding requirements for a child’s removal from a specified relative also was provided
during the review week which will further improve the state’s process to ensure accurate eligibility
determinations."
de20118_sub,"Issue #2: Timeliness of Judicial Determinations Regarding Reasonable Efforts to Finalize a
Permanency Plan One case was found to be in error because the requirement regarding a judicial
determination that the agency made reasonable efforts to finalize a permanency plan was not
satisfactorily met. The judicial determination may be rendered by the court at any point during the
12-month period and need not be tied to a specific type of court hearing. Additionally, one case was
determined to be a non-error case with ineligible payments because the requirement a judicial
determination that the agency made reasonable efforts to finalize a permanency plan was not
satisfactorily met when due for a period after the PUR. While, in this sample case, a judicial
determination was made that the agency had made reasonable efforts “to meet the particularized
needs of the child”, there was not an affirmative judicial finding that the agency had made reasonable
efforts to finalize the child’s permanency plan. Title IV-E Requirement
To maintain title IV-E eligibility for a child who is judicially removed and remains in foster care 12
months or longer, there must be a judicial determination to the effect that the title IV-E agency has
made reasonable efforts to finalize the child's permanency plan. [§472(a)(2)(A) of the Act and 45
Delaware 2018 Title IV-E Foster Care Eligibility Review Page 5
CFR § 1356.21(b)(2).]. The judicial finding must occur at regular 12-month intervals for the duration
of the foster care episode and no later than 12 months from the month in which the prior
determination is obtained. If the judicial determination of reasonable efforts to finalize the
permanency plan is not made or is not timely, the child becomes ineligible from the beginning of the
first month after it is due and remains ineligible until the month the judicial determination is made.","Recommended Corrective Action
The state should continue to develop and implement procedures to ensure timely judicial
determinations of reasonable efforts to finalize the child’s permanency plan regardless of the timing
of the permanency hearing. The accuracy and reliability of eligibility determinations are generally
increased through training of the judiciary and other court officials to correct delays in judicial
findings as well as to secure court orders that reflect title IV-E criteria on legal authority, best
interest, and reasonable efforts. Staff training will help to ensure caseworkers make eligibility
decisions based on the elements needed for compliance and to eliminate the authorization of
payments prior to establishing compliance with the requirements. In addition, the establishment of a
quality assurance system will allow the state to monitor the accuracy of eligibility determinations and
claiming."
de20118_sub,"Issue #3: Placement in Licensed Foster Care Setting In one case reviewed, foster care maintenance
payments were claimed for periods of time during the PUR when a child was placed in a detention
setting. Title IV-E Requirement
Foster care maintenance payments may only be claimed for periods when an otherwise eligible child
is placed in a licensed foster family home or child care institution. [§472(b) & (c) of the Act; 45 CFR
§ § 1355.20 and 1356.71(d)(1)(iv)]","Recommended Corrective Action
Delaware should review its eligibility manual to ensure that correct information regarding the
definition of a title IV-E foster care setting and limits to claiming foster care maintenance payments
for a child in such settings. The state may need to provide training to eligibility staff on the
definitions of foster family care and child care institutions. In addition, the establishment of a quality
assurance system will allow the state to monitor the accuracy of eligibility determinations and
claiming."
ga2016_sub,"Issue #1: Safety requirements were not satisfactorily met for caregiver staff of child caring
institutions (CCI) in which children were placed during periods in the PUR. Violations were
found in the following four policy areas of the state licensing agency: (1) no evidence of a
criminal records check (CRC) for all staff of the facility, (2) CRCs not completed prior to the
child’s placement, (3) initial CRCs accepted that were greater than 12 months old, and (4)
required five-year CRC re-check not completed timely, if at all. Of the 11 error cases, nine had
violations in one or more of the listed safety requirements related to criminal records checks. Title IV-E Requirement: Consistent with 45 CFR 1356.30(f), the title IV-E agency must
provide evidence that safety considerations with respect to the caregiver staff of the childcare
institution have been addressed in accordance with the requirements of the state where the
childcare institution is located. The Children’s Bureau looks to the governing state provisions to
determine how to review for safety considerations. For purposes of the title IV-E eligibility
review, the documentation must verify that all of the governing safety requirements were met
prior to the title IV-E maintenance payments being made on behalf of an otherwise eligible child
in the childcare institution during the PUR.","Recommended Corrective Action: Although it appears that one state agency has the
responsibility to license CCIs, ongoing monitoring of the institutions is done by two separate
agencies: the licensing agency and a unit within the Division of Family and Children Services
(DFCS). Neither agency is clear about what the other is monitoring for while the IV-E eligibility
unit (Revenue Maximization Unit) does not appear to keep any provider records or review
private provider files to ensure compliance with title IV-E eligibility requirements. The state
agency should review the licensing oversight process to determine what additional checks and
balances are needed and consider developing tracking forms and processes to correct the inherent
deficits in the current system. Additionally, the state should consider seeking training and
technical assistance for the Revenue Maximization Unit and subsequently providing the same to
childcare facility staff to ensure that the facility administrative staff are knowledgeable about the
safety requirements. A key component that needs to be implemented is an official Quality
Assurance process for oversight of eligibility decisions and payment processing or strengthening
the state’s existing one."
ga2016_sub,"Issue #2: Several issues related to court orders were widely observed in the cases. In a number
of cases, reviewers had difficulty locating, or could not find, removal orders in the provided
records. Incomplete eligibility files resulted in not only errors in the state’s payment processing,
but in the inability of state and federal staff to adequately review records in a timely manner. In
some cases, the state was unable to retrieve the needed court documentation from the counties
during the review week, and needed additional time to secure the documents. Additionally, it
does not appear that there is a clear understanding of the underlying tenets of the courts’ judicial
oversight over whether the agency has made reasonable efforts to either prevent removal (or
whether it was not required), or to finalize the permanency plan. In virtually all court orders, all
three options are shown as applicable to a child’s circumstances whether they fit or not or
whether they are consistent with other information in the order, the agency’s report to the court,
and/or the case record. Since the last review, the state and CIP has worked with the Special
Assistant to the Attorney General (SAAG) attorneys who represent DFCS and judges to
8
strengthen the quality of court orders to ensure that they are more child specific. However, more
work needs to be done in this this area. Title IV-E Requirement: Consistent with 45 CFR 1356.21(d)(1), the removal order is required
to determine whether or not the court made a judicial determination to the effect that
continuation in the home with the specified relative would be contrary to the child’s welfare, or
that foster care placement is in the child’s best interests. Consistent with 45 CFR 1356.21(b)(1)
and (2), the findings of reasonable efforts to prevent removal and to finalize the permanency plan
are required depending on the timeframes of the case under consideration.","Recommended Corrective Action: The Revenue Maximization Unit should develop a model
eligibility file and process to be followed on a statewide basis. Title IV-E reimbursement should
not be accessed until all eligibility criteria are appropriately met and documented. The state
should review model court orders to determine the extent to which they support state and federal
requirements, and best practice, or are merely compliance-driven tools that may negatively
impact positive outcomes."
ga2016_sub,"Issue #3: In Georgia’s State Automated Child Welfare Information System (SACWIS), known
locally as SHINES, determinations are sometimes incorrect based on inaccurate data entry, but
staff cannot go into the system and make the necessary corrections to allow for accurate
determinations. Also, the system does not provide important alerts such as when there are
changes in the status of a license or household that will affect eligibility. none","Recommended Corrective Action: The Revenue Maximization Unit should work
collaboratively with the SHINES Unit to determine where systems modifications need to be
made and follow up on change requests to ensure that those are documented. A plan to
implement critical modifications to SHINES that will allow for more accurate determinations is
needed."
ia2016_sub,"Issue: Timeliness of Judicial Determinations Regarding Reasonable Efforts to Finalize a
Permanency Plan. One (1) case has ineligible payments because the judicial requirement of
“reasonable efforts to finalize a permanency plan” is not satisfactorily met for the specified
period. Iowa identified the issue prior to the IV-E review and rescinded title IV-E payments it
had claimed for the period of October 1, 2014 to October 31, 2015. However, due to the state’s
misinterpretation of the court orders, the period of ineligibility and claimed payments was
actually longer than the state staff originally identified. The IV-E review determined that the
period of ineligibility was from April 1, 2014 to October 31, 2015. In November 2015, a judicial
finding of reasonable efforts to finalize the permanency plan was made. The child’s eligibility
was reinstated and the state’s claiming resumed as of November 2015. Title IV-E Requirement: For a child who is judicially removed and remains in foster care for 12
months or more, federal provisions at §472(a)(2)(A) of the Act and 45 CFR §1356.21(b)(2)
require the state to obtain a judicial determination of whether the state has made “reasonable
efforts to finalize a permanency plan” for the child. The judicial finding must occur at regular
12-month intervals for the duration of the foster care episode and no later than 12 months from
the month in which the prior determination is obtained. If the judicial determination of
“reasonable efforts to finalize” is not made or is not timely, the child becomes ineligible from the
beginning of the first month after it is due and remains ineligible until the judicial determination
is made.","Recommended Corrective Action: The state should continue implementing procedures to ensure
timely judicial determinations of “reasonable efforts to finalize the permanency plan” regardless
of the timing of the permanency hearing. Iowa has taken steps to correct its claim for the
4
additional ineligible payments in the sample case and has provided coaching to its title IV-E
eligibility staff related to the interpretation of court orders. Coaching appears to be an effective
way for Iowa DHS to address issues and prevent future errors when making determinations for
continued IV-E eligibility."
ia2019_sub,"Issue #1: Dates of child’s stay in placement setting. One case (#52) is in error because during
the period under review, the child ran away from the placement setting, was absent longer than
14 days, did not return to the same placement setting upon apprehension, and the agency claimed
a title IV-E for maintenance payment during the time period that the child was not present in the
facility. The sample case is a juvenile court services case served as part of a title IV-E agreement
with Iowa DHS and Iowa Juvenile Court Services (JCS). Iowa DHS indicated that they were not
notified of the child’s placement status at the time the child ran away from the facility and,
therefore, did not update the information system including the payment screens which resulted in
a title IV-E maintenance payment being made for an ineligible child.
One case (#78) was a non-error case with ineligible payments during a timeframe outside the
period under review because the child returned home on a trial home visit from a licensed foster
family home and the agency claimed a title IV-E maintenance payment for 12 days after the
child returned home and remained through the end of the foster care episode. Title IV-E Requirement: For a child on whose behalf title IV-E maintenance payments are being
claimed, federal provisions at §472(b) & (c) of the Act and 45 CFR §1356.71(d)(1)(iv) require
that the child be placed in a licensed foster family home or child care institution. Once a child
enters an unallowable placement setting, the child is ineligible for title IV-E maintenance
payments until the return to a IV-E allowable placement (licensed foster family home or child
care institution that also meets the safety requirements).
The state may claim title IV-E foster care maintenance payment for a child’s stay with a licensed
provider when the child is temporarily away from the placement for a portion of the month, if
(1)the brief absence does not exceed 14 days and (2) the child’s placement is continued with the
same provider after the absence. Unless both conditions are met, the state must prorate its claims
for the month based on the period of time the child is in the placement prior to the absence.
[8.3B, Q/A 7 of the CB Child Welfare Policy Manual]","Recommended Corrective Action: The state should continue to develop and implement policies
and procedures to ensure changes in a child’s placement status are entered in the state
information system in a timely manner. Staff training will also help ensure that workers are
aware of the importance of timely data entry and how delays can impact the accurateness of the
agency’s title IV-E claiming. In addition, the Children’s Bureau suggests the state put in place a
quality assurance mechanism to monitor the accuracy of information in the state’s child welfare
information system."
ia2019_sub,"Issue #2: Unallowable Program Costs. Forty cases in the review sample included payments for
child care as verified by the payment history and state invoices. Iowa’s payment history screens
used as documentation of payment histories for the cases do not include dates of services (start
and end) and do not identify the number of “units” on which the payment is based. For example,
a payment for child care expenses in the month of October 2018 will show as “1” unit in Iowa’s
payment history although the payment may include several units of child care.
Iowa does not pay child care providers directly for child care services. Foster parents pay child
care providers and are then required by state policy to submit receipts for payments for child care
services to the state agency worker who then enters information into the state’s legacy automated
system, FACS, to initiate reimbursement to the foster parent. Based on a review of
documentation in the sample files and state invoices, the following issues were identified:
• Supporting documentation did not adequately validate services were provided and
payments made. For instance, some cases lacked invoices or attendance reports to show
services were delivered; some included receipts that were illegible; some contained as
evidence of payment only a copy of the front of a check (26 cases).
• Supporting documentation for sample cases included duplicate date ranges and duplicate
payments (9 cases).
• Amounts in the state’s payment history were more than the amounts shown on the
receipts resulting in overpayments (8 cases)
• Receipts in which a lump sum was indicated for a child and the siblings or other non-
related children and the entire payment amount was attributed and claimed for the sample
child (7 cases). Title IV-E Requirement: States may include the cost of allowable child care in the basic foster
care maintenance payment or may make a separate maintenance payment directly to the licensed
provider. Regardless of the payment method chosen, the state must be able to provide
documentation to verify allowable expenditures. [8.3B, Q/A 3 of the CB Child Welfare Policy
Manual]
Additionally, federal provisions at 45 CFR 1356.60(a)(1)(i) limits claiming of title IV-E foster
care maintenance payments to the cost of providing certain expenditures covered within the
federal definition of foster care maintenance at §475(4) of the Act. The state must explicitly
document foster care maintenance payments claimed for title IV-E reimbursement are for
allowable expenditures in accordance with the statutory definition, are in amounts conforming to
state established rates of payment for the type and level of care provided, and reflect non-
duplicative amounts of the costs of daily maintenance.","Recommended Corrective Action: Regardless of the system used by the state, internal fiscal
controls are required. Iowa should review its payment process from the point of payment by the
foster care parent for child care to the payment entry into FACS and assess what additional
8
financial controls and edits are needed to prevent improper payments for program costs. Since
the state is in the process of developing new enhancements to its automated system that will
include a payment component, an automated quality assurance (QA) module should be added to
periodically review and track payments for accuracy and compliance with federal requirements
and state standards. Parallel testing of the automated system claims processing module against
current manual processing is recommended until the implementation of the automated QA
module is finalized. In the interim, the state could consider standardizing the receipts foster
family homes are required to submit to ensure the information needed for documenting allowable
program costs include information such as a child’s name, provider name, dates of services,
number of units, and amount of payment received. The Children’s Bureau also recommends that
the state make immediate adjustments in order to capture service dates in the payment history.
[“Payment History”, Chapter 1, Title IV-E Foster Care Eligibility Review Guide (December
2012)]."
id2018_sub,"Issue #1: Judicial determinations of contrary to a child’s welfare to remain in the home and
reasonable efforts to prevent removal. In one error case (sample #41), there was no finding of
contrary to welfare to remain in the home in the first court order sanctioning removal, and no
finding within 60 days of reasonable efforts to prevent removal. In another case (sample #12),
while the written court order did not include the contrary to the welfare finding, confirmation
that a judicial determination was made was documented in the audio transcript of the hearing. In
both of these cases, the child was initially removed from the home via a detention order and
subsequently ordered to enter foster care without returning home. Idaho calls these orders
“expansion orders”. In one non-error case (sample #57), the title IV-E was claimed before the
month of the reasonable efforts finding. Title IV-E Requirement: For removals on or after 3/27/2000, the judicial determination
regarding contrary to welfare must be made in the first court ruling that sanctions, even
temporarily, the child’s removal from home [45 CFR 1356.21(c)]. If the judicial determination
is not made in the first court ruling pertaining to removal from home, this eligibility requirement
is not met and the child is ineligible under title IV-E for the entire removal episode. A judicial
determination of reasonable efforts to prevent removal is due within 60 days of removal [45 CFR
§1356.21(b)(1)]. Title IV-E may not be claimed until the month this requirement is met for an
otherwise-eligible child.","Recommended Corrective Action: The DCFS should continue its strong collaboration with the
Idaho Court Improvement Project (CIP) and develop procedures to ensure that all written court
orders, such as detention orders, clearly document the judicial finding as stated in the hearing. In
one case, the judicial finding of “contrary to welfare” was made in a verbal order sanctioning the
6
removal of a child but documentation of that finding was not clearly expressed in the written
order and reviewers verified the finding was made only by listening to the official transcript
recording. In the error case, the ruling was not affirmatively cited in the hearing or in the written
order. Processes are needed to ensure consistent documentation of an explicit judicial finding
regarding “contrary to the welfare” in detention orders. Additional training for eligibility staff
may be needed to ensure correct determinations for title IV-E eligibility for a child initially
removed by a detention order."
id2018_sub,"Issue #2: Ensure Foster Care Providers are fully licensed. For one (1) error case (sample # 49),
foster care maintenance payments were made for a child placed in a home that lost its fully-
licensed status when the foster family moved out-of-state and the new state in which the foster
home resided refused to license the home. The Idaho DFCS must clearly document that the
child’s foster care placement is fully licensed or approved in order for the child to be eligible
under title IV-E. Title IV-E Requirement: Federal provisions at §472(b) and (c) of the Act and 45 CFR §1355.20
permit FFP for the costs of foster care maintenance for otherwise eligible children placed in
licensed or approved foster family homes or childcare institutions. These provisions require that
the child’s foster care setting be fully licensed or approved in accordance with the state’s
licensing standards where the foster family home is located and before title IV-E foster care
maintenance payments are claimed on behalf of a child placed in the foster family home or
childcare institution, as required in §471(a)(20)(A) of the Act and 45 CFR §1356.30. For the IV-
E Review, the state must provide sufficient information to support its claims of FFP for a child.","Recommended Corrective Action: Idaho should continue to ensure that staff is fully trained
and understands that all state licensing criteria for the child’s foster care setting must be met
prior to claiming title IV-E maintenance payments on behalf of a child. The Children’s Bureau
recommends the state ensures that any changes to a child’s location and living arrangements are
properly documented in the information system (iCARE) and any updates are completed in a
timely manner. The DCFS should also develop procedures to ensure that critical information
obtained during the Interstate Compact on the Placement of Children (ICPC) process, such as a
child’s move or status of a foster home license, is accurately and timely documented in (iCARE)
and available to the social worker and eligibility staff. Particular attention should be given to
processes to ensure that the location of the child at any point in time is readily available."
id2018_sub,"Issue 3: Underpayments. For four (4) non-error cases, foster care maintenance payments were
not claimed for allowable costs of personal incidentals for an eligible child. Sufficient
documentation was available to determine these expenses were allowable. Title IV-E Requirement: Consistent with the federal provision at 45 CFR 1356.60(a)(1)(i), title
IV-E foster care maintenance assistance payments may be claimed for the cost of providing
certain expenditures covered within the federal definition of foster care maintenance at section
475(4) of the Act. The Child Welfare Policy Manual at section 8.3.B.1 provides additional
guidance around qualifying expenditures covered under the title IV-E program.","Recommended Corrective Action: The state must review its payment systems to determine
whether adequate financial controls and edits are in place and properly functioning to ensure
payments for allowable program costs for eligible children. A quality assurance process should
be implemented to periodically review and track payments for accuracy and compliance with
federal requirements and state standards and to prevent underpayments."
il2016_sub,"Issue #1: Safety requirements for Child Care Institutions not met.
The DCFS policy requires that background checks will be completed on three categories of
employees of childcare institutions:
o The operators of the child care facility
o All current and conditional employees of the child care facility
o All direct child welfare agency employees
The DCFS policy stipulates that prospective and current employees of Child Care Institutions
must “submit to fingerprinting when required, authorize a background check and otherwise meet
5
requirements of 89 Ill. Adm. Code 385, Background Checks’ (Rule 404: Licensing Standards for
Child Care Institutions and Maternity Centers). Per state policy, new employees may begin
working while the results of the background check are being processed. However, employees
may not be left alone with children until DCFS has received the results of the background
checks. The required background checks include the Child Abuse and Neglect Tracking
System (CANTS), Illinois State Police (ISP/LEADS), Illinois Sex Offender Registry and National
Sex Offender Registry.
At the end of the review week, eight cases were rated error cases because Illinois was unable
to provide documentation illustrating that all of the required checks had been completed for
caregiving staff of the childcare institution (CCI) where the child resided during the PUR. The
background clearances that were most often missing were the Illinois and national sex offender
registry clearances. Also, the state did not provide sufficient documentation to demonstrate how
the agency monitored whether direct care employees had supervised contact with children until
the background clearances had been obtained on new employees. The Children’s Bureau and
Illinois, as noted above, agreed that the state would provide additional documentation to
illustrate all required background checks had been completed for caregiving employees who
were on staff with a childcare institution provider during the PUR. The Children’s Bureau
reviewed the documentation and determined that Illinois did not provide the missing background
check information for all active employees during the PUR in seven of eight cases. For one
case, however (Sample #72), Illinois’ supplemental documentation contained all of the required
background clearances. This reduced the number of confirmed error cases related to CCI
safety checks to seven.
In the seven confirmed error cases, the review team noted that the required clearances for
employees working during the PUR were not documented for direct care staff. For example, in
Sample #12, the agency did not have the required CANTS checks for temporary employees
who were working during the PUR. We also found several instances where the state had not
completed any safety checks for other employees who would be subject to them per the state’s
policy. For example, in Sample #73, the agency did not conduct any background clearances for
support staff and noted those individuals did not have regular contact with children. Yet in other
cases, the state did have background clearances for support and administrative staff in
accordance with state Rule 385 on background checks. The review findings indicate a lack of
consistency in applying state policy.
Though not impacting whether a case was determined to be an error, the review team noted
that in every error case, there were large gaps between when CCI staff were hired and when all
of the background checks were completed. The time gap ranged from 6 months to 10 years.
As noted, there was not sufficient documentation in the file to demonstrate how the agency
monitored whether direct service employees had supervised contact with children until the
background clearances had been obtained. Title IV-E Requirement: To ensure that a child is not placed in a foster care setting where the
potential caregiver has caused or is likely to cause harm to a child, section 471(a)(20) of the Act
and 45 CFR 1356.30 require states to examine the potential safety risks posed to the child by a
foster care provider. For child care institutions, 45 CFR 1356.30(f) requires states to set
procedures that address safety considerations with respect to the caregiving staff of the
institution. The mechanism used to satisfy the safety requirement should be written into state
policy, procedures or statues, and incorporated into the licensing documentation. The state, to
establish title IV-E eligibility for a child’s placement, must document that the safety requirements
for background checks with respect to the caregiving staff of the childcare institution are
6
completed in accordance with the requirements of the licensing agency where the childcare
institution is located. Safety documentation must verify that the entire licensing agency’s
requirements for safety checks are met for the period that a title IV-E maintenance payment is
made for the child in the childcare institution during the PUR.","Recommended Corrective Action:
• Ensure that all current CCI employees have the required safety checks on file in
accordance with DCFS policy (Rule 385): Illinois should develop a process to ensure
that all existing employees have the required background clearances documented in
the provider agency’s licensing file in accordance with state policy. The state should
consider clarifying its policies with both provider agencies and licensing staff as to who
is subject to background checks. This will help ensure that the state is providing the
safest possible environment for all children in care.
• Develop a system that alerts state licensing unit when provider agencies hire new
employees to ensure that the required background checks are processed timely.
During the onsite review, DCFS informed the Children’s Bureau that the state was not
always aware when a CCI hired new employees and that this contributed to missing or
late clearances. Illinois should also consider strengthening the licensing and
monitoring protocols to require licensing representatives to review employee clearance
information at frequent intervals.
• Develop a system to document that CCI’s are appropriately supervising staff to ensure
that they are not left alone with children until background clearances have been
received. As noted previously, there were numerous examples of employees with
direct access to children who had clearances several years after they were hired.
During the review week, the review team did not find evidence in the licensing files that
ensured that staff were not left alone with children until all clearances were received.
The licensing staff were not able to outline their process for ensuring that provider
agencies are adhering to the state’s policy. The state should consider reviewing its
licensing protocols to determine how it can strengthen this state requirement and how it
should be documented in the licensing file.
• Develop a system that alerts the IV-E Eligibility and Claiming Units about the status of
background clearances for CCI’s and Foster Homes. Similar to the above bullet, the
Eligibility and Claiming units within DCFS are not alerted timely if there are issues with
a provider’s clearances that would affect the child’s ongoing eligibility. The state
should consider strengthening the communication between licensing and the eligibility
and claiming units to ensure that IV-E claiming can be monitored closely and
appropriate actions can be taken to ensure that improper payments are not made."
il2016_sub,"Issue # 2: Judicial determination regarding reasonable efforts to prevent the child’s
removal from the home was not met.
In Sample #37, the required judicial determination noting that the state made reasonable efforts
to prevent removal (or that such efforts were not necessary) was not included in a court order
within 60 days of the child’s removal from home. The review team obtained a copy of the court
7
transcript of the dispositional hearing held on July 16, 2013 for the child’s removal and
determined that the judge had not made the required finding Title IV-E Requirement: When a child is removed from his/her home, in accordance with
§472(a)(2)(A)(ii) of the Act and 45 CFR §§1356.21(b)(1)(i) the court must make a judicial
determination as to whether reasonable efforts were made or were not required to prevent the
removal. The judicial determination must be obtained no later than 60 days from the date the
child is removed from home and it must be explicitly documented in a court order or court
transcript. If the determination concerning reasonable efforts to prevent the removal is not
made as specified in federal mandates, the child is not eligible under the title IV-E foster care
maintenance payments program for the duration of that stay in foster care.","Recommended Corrective Action:
• Ensure that court orders include all of the findings required as outlined in
§472(a)(2)(A)(ii) of the Act and 45 CFR §§1356.21(b). The state should consider
working with the Administrative Office of the Courts (AOIC), Court Improvement Program
and DCFS legal staff to ensure that judges are making the appropriate findings at the
required intervals in order to ensure a child’s eligibility for IV-E foster care. Additionally,
the state and AOIC should consider retraining judges and court personnel to address the
overall quality of court orders so that they comprehensively reflect the title IV-E
requirements and specific information relating to the child and family. We offered this
suggestion at the conclusion of the 2013 IV-E review and are confident the state can
strengthen its practices once more."
ks2017_sub,"Issue #1: Timeliness of Judicial Determinations Regarding Reasonable Efforts to Finalize a
Permanency Plan. One (1) case is in error and one (1) case has ineligible payments because the
judicial requirement of “reasonable efforts to finalize a permanency plan” is not satisfactorily
met for the specified period. Kansas, like most states, incorporated the federal requirement for a
judicial determination of “reasonable efforts to finalize a permanency plan” into its court
proceeding for the 12-month permanency hearing. However, if the permanency hearing is
delayed, the delay may result in the state obtaining a judicial determination beyond the 12
months required by federal regulation. Title IV-E Requirement: For a child who is judicially removed and remains in foster care for
12 months or more, federal provisions at §472(a)(2)(A) of the Act and 45 CFR §1356.21(b)(2)
require the state to obtain a judicial determination of whether the state has made “reasonable
efforts to finalize a permanency plan” for the child. The judicial finding must occur at regular
12-month intervals for the duration of the foster care episode and no later than 12 months from
the month in which the prior determination is obtained. If the judicial determination of
“reasonable efforts to finalize” is not made or is not timely, the child becomes ineligible from the
beginning of the first month after it is due and remains ineligible until the judicial determination
is made.","Recommended Corrective Action: The requisite judicial determination need not be tied to a
permanency or other court hearing. The judicial determination may be rendered by the court at
any point during the 12-month period. The state should continue to develop and implement
procedures to ensure timely judicial determinations of “reasonable efforts to finalize the
permanency plan” regardless of the timing of the permanency hearing. The accuracy and
reliability of eligibility determinations generally are increased through training of the judiciary
and other court officials to correct delays in judicial findings as well as to secure court orders
that reflect title IV-E criteria on legal authority, best interests and reasonable efforts. Staff
training will help to ensure workers make eligibility decisions based on the correct elements
needed for compliance and to eliminate the authorization of payments prior to establishing
compliance with requirements. The Children’s Bureau also suggests that the state put in place
additions to its quality assurance (QA) system to monitor the accuracy of eligibility
determination and claiming processes. Another factor resulting in the error was the finding by
the Court that reasonable efforts had not been made by the agency. The Children’s Bureau
suggests the state’s QA system monitor any future findings indicating a lack of reasonable efforts
on the part of the agency."
